,0
536,"fft_coefficient__attr_""abs""__coeff_71"
537,"fft_coefficient__attr_""abs""__coeff_72"
538,"fft_coefficient__attr_""abs""__coeff_73"
539,"fft_coefficient__attr_""abs""__coeff_74"
540,"fft_coefficient__attr_""abs""__coeff_75"
541,"fft_coefficient__attr_""abs""__coeff_76"
542,"fft_coefficient__attr_""abs""__coeff_77"
543,"fft_coefficient__attr_""abs""__coeff_78"
544,"fft_coefficient__attr_""abs""__coeff_79"
545,"fft_coefficient__attr_""abs""__coeff_80"
546,"fft_coefficient__attr_""abs""__coeff_81"
547,"fft_coefficient__attr_""abs""__coeff_82"
548,"fft_coefficient__attr_""abs""__coeff_83"
549,"fft_coefficient__attr_""abs""__coeff_84"
550,"fft_coefficient__attr_""abs""__coeff_85"
551,"fft_coefficient__attr_""abs""__coeff_86"
552,"fft_coefficient__attr_""abs""__coeff_87"
553,"fft_coefficient__attr_""abs""__coeff_88"
554,"fft_coefficient__attr_""abs""__coeff_89"
555,"fft_coefficient__attr_""abs""__coeff_90"
556,"fft_coefficient__attr_""abs""__coeff_91"
557,"fft_coefficient__attr_""abs""__coeff_92"
558,"fft_coefficient__attr_""abs""__coeff_93"
559,"fft_coefficient__attr_""abs""__coeff_94"
560,"fft_coefficient__attr_""abs""__coeff_95"
561,"fft_coefficient__attr_""abs""__coeff_96"
562,"fft_coefficient__attr_""abs""__coeff_97"
563,"fft_coefficient__attr_""abs""__coeff_98"
564,"fft_coefficient__attr_""abs""__coeff_99"
565,"fft_coefficient__attr_""angle""__coeff_0"
566,"fft_coefficient__attr_""angle""__coeff_1"
567,"fft_coefficient__attr_""angle""__coeff_2"
568,"fft_coefficient__attr_""angle""__coeff_3"
569,"fft_coefficient__attr_""angle""__coeff_4"
570,"fft_coefficient__attr_""angle""__coeff_5"
571,"fft_coefficient__attr_""angle""__coeff_6"
572,"fft_coefficient__attr_""angle""__coeff_7"
573,"fft_coefficient__attr_""angle""__coeff_8"
574,"fft_coefficient__attr_""angle""__coeff_9"
575,"fft_coefficient__attr_""angle""__coeff_10"
576,"fft_coefficient__attr_""angle""__coeff_11"
577,"fft_coefficient__attr_""angle""__coeff_12"
578,"fft_coefficient__attr_""angle""__coeff_13"
579,"fft_coefficient__attr_""angle""__coeff_14"
580,"fft_coefficient__attr_""angle""__coeff_15"
581,"fft_coefficient__attr_""angle""__coeff_16"
582,"fft_coefficient__attr_""angle""__coeff_17"
583,"fft_coefficient__attr_""angle""__coeff_18"
584,"fft_coefficient__attr_""angle""__coeff_19"
585,"fft_coefficient__attr_""angle""__coeff_20"
586,"fft_coefficient__attr_""angle""__coeff_21"
587,"fft_coefficient__attr_""angle""__coeff_22"
588,"fft_coefficient__attr_""angle""__coeff_23"
589,"fft_coefficient__attr_""angle""__coeff_24"
590,"fft_coefficient__attr_""angle""__coeff_25"
591,"fft_coefficient__attr_""angle""__coeff_26"
592,"fft_coefficient__attr_""angle""__coeff_27"
593,"fft_coefficient__attr_""angle""__coeff_28"
594,"fft_coefficient__attr_""angle""__coeff_29"
595,"fft_coefficient__attr_""angle""__coeff_30"
596,"fft_coefficient__attr_""angle""__coeff_31"
597,"fft_coefficient__attr_""angle""__coeff_32"
598,"fft_coefficient__attr_""angle""__coeff_33"
599,"fft_coefficient__attr_""angle""__coeff_34"
600,"fft_coefficient__attr_""angle""__coeff_35"
601,"fft_coefficient__attr_""angle""__coeff_36"
602,"fft_coefficient__attr_""angle""__coeff_37"
603,"fft_coefficient__attr_""angle""__coeff_38"
604,"fft_coefficient__attr_""angle""__coeff_39"
605,"fft_coefficient__attr_""angle""__coeff_40"
606,"fft_coefficient__attr_""angle""__coeff_41"
607,"fft_coefficient__attr_""angle""__coeff_42"
608,"fft_coefficient__attr_""angle""__coeff_43"
609,"fft_coefficient__attr_""angle""__coeff_44"
610,"fft_coefficient__attr_""angle""__coeff_45"
611,"fft_coefficient__attr_""angle""__coeff_46"
612,"fft_coefficient__attr_""angle""__coeff_47"
613,"fft_coefficient__attr_""angle""__coeff_48"
614,"fft_coefficient__attr_""angle""__coeff_49"
615,"fft_coefficient__attr_""angle""__coeff_50"
616,"fft_coefficient__attr_""angle""__coeff_51"
617,"fft_coefficient__attr_""angle""__coeff_52"
618,"fft_coefficient__attr_""angle""__coeff_53"
619,"fft_coefficient__attr_""angle""__coeff_54"
620,"fft_coefficient__attr_""angle""__coeff_55"
621,"fft_coefficient__attr_""angle""__coeff_56"
622,"fft_coefficient__attr_""angle""__coeff_57"
623,"fft_coefficient__attr_""angle""__coeff_58"
624,"fft_coefficient__attr_""angle""__coeff_59"
625,"fft_coefficient__attr_""angle""__coeff_60"
626,"fft_coefficient__attr_""angle""__coeff_61"
627,"fft_coefficient__attr_""angle""__coeff_62"
628,"fft_coefficient__attr_""angle""__coeff_63"
629,"fft_coefficient__attr_""angle""__coeff_64"
630,"fft_coefficient__attr_""angle""__coeff_65"
631,"fft_coefficient__attr_""angle""__coeff_66"
632,"fft_coefficient__attr_""angle""__coeff_67"
633,"fft_coefficient__attr_""angle""__coeff_68"
634,"fft_coefficient__attr_""angle""__coeff_69"
635,"fft_coefficient__attr_""angle""__coeff_70"
636,"fft_coefficient__attr_""angle""__coeff_71"
637,"fft_coefficient__attr_""angle""__coeff_72"
638,"fft_coefficient__attr_""angle""__coeff_73"
639,"fft_coefficient__attr_""angle""__coeff_74"
640,"fft_coefficient__attr_""angle""__coeff_75"
641,"fft_coefficient__attr_""angle""__coeff_76"
642,"fft_coefficient__attr_""angle""__coeff_77"
643,"fft_coefficient__attr_""angle""__coeff_78"
644,"fft_coefficient__attr_""angle""__coeff_79"
645,"fft_coefficient__attr_""angle""__coeff_80"
646,"fft_coefficient__attr_""angle""__coeff_81"
647,"fft_coefficient__attr_""angle""__coeff_82"
648,"fft_coefficient__attr_""angle""__coeff_83"
649,"fft_coefficient__attr_""angle""__coeff_84"
650,"fft_coefficient__attr_""angle""__coeff_85"
651,"fft_coefficient__attr_""angle""__coeff_86"
652,"fft_coefficient__attr_""angle""__coeff_87"
653,"fft_coefficient__attr_""angle""__coeff_88"
654,"fft_coefficient__attr_""angle""__coeff_89"
655,"fft_coefficient__attr_""angle""__coeff_90"
656,"fft_coefficient__attr_""angle""__coeff_91"
657,"fft_coefficient__attr_""angle""__coeff_92"
658,"fft_coefficient__attr_""angle""__coeff_93"
659,"fft_coefficient__attr_""angle""__coeff_94"
660,"fft_coefficient__attr_""angle""__coeff_95"
661,"fft_coefficient__attr_""angle""__coeff_96"
662,"fft_coefficient__attr_""angle""__coeff_97"
663,"fft_coefficient__attr_""angle""__coeff_98"
664,"fft_coefficient__attr_""angle""__coeff_99"
665,"fft_aggregated__aggtype_""centroid"""
666,"fft_aggregated__aggtype_""variance"""
667,"fft_aggregated__aggtype_""skew"""
668,"fft_aggregated__aggtype_""kurtosis"""
669,value_count__value_0
670,value_count__value_1
671,value_count__value_-1
672,range_count__max_1__min_-1
673,range_count__max_0__min_-1000000000000.0
674,range_count__max_1000000000000.0__min_0
675,approximate_entropy__m_2__r_0.1
676,approximate_entropy__m_2__r_0.3
677,approximate_entropy__m_2__r_0.5
678,approximate_entropy__m_2__r_0.7
679,approximate_entropy__m_2__r_0.9
680,friedrich_coefficients__coeff_0__m_3__r_30
681,friedrich_coefficients__coeff_1__m_3__r_30
682,friedrich_coefficients__coeff_2__m_3__r_30
683,friedrich_coefficients__coeff_3__m_3__r_30
684,max_langevin_fixed_point__m_3__r_30
685,"linear_trend__attr_""pvalue"""
686,"linear_trend__attr_""rvalue"""
687,"linear_trend__attr_""intercept"""
688,"linear_trend__attr_""slope"""
689,"linear_trend__attr_""stderr"""
690,"agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""max"""
691,"agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""min"""
692,"agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""mean"""
693,"agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""var"""
694,"agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""max"""
695,"agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""min"""
696,"agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""mean"""
697,"agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""var"""
698,"agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""max"""
699,"agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""min"""
700,"agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""mean"""
701,"agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""var"""
702,"agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""max"""
703,"agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min"""
704,"agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""mean"""
705,"agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""var"""
706,"agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""max"""
707,"agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min"""
708,"agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""mean"""
709,"agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""var"""
710,"agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""max"""
711,"agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""min"""
712,"agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""mean"""
713,"agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""var"""
714,"agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""max"""
715,"agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""min"""
716,"agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""mean"""
717,"agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""var"""
718,"agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""max"""
719,"agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""min"""
720,"agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""mean"""
721,"agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""var"""
722,"agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""max"""
723,"agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""min"""
724,"agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""mean"""
725,"agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""var"""
726,"agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max"""
727,"agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min"""
728,"agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean"""
729,"agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var"""
730,"agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""max"""
731,"agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""min"""
732,"agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""mean"""
733,"agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var"""
734,"agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""max"""
735,"agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""min"""
736,"agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""mean"""
737,"agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""var"""
738,"augmented_dickey_fuller__attr_""teststat""__autolag_""AIC"""
739,"augmented_dickey_fuller__attr_""pvalue""__autolag_""AIC"""
740,"augmented_dickey_fuller__attr_""usedlag""__autolag_""AIC"""
741,number_crossing_m__m_0
742,number_crossing_m__m_-1
743,number_crossing_m__m_1
744,energy_ratio_by_chunks__num_segments_10__segment_focus_0
745,energy_ratio_by_chunks__num_segments_10__segment_focus_1
746,energy_ratio_by_chunks__num_segments_10__segment_focus_2
747,energy_ratio_by_chunks__num_segments_10__segment_focus_3
748,energy_ratio_by_chunks__num_segments_10__segment_focus_4
749,energy_ratio_by_chunks__num_segments_10__segment_focus_5
750,energy_ratio_by_chunks__num_segments_10__segment_focus_6
751,energy_ratio_by_chunks__num_segments_10__segment_focus_7
752,energy_ratio_by_chunks__num_segments_10__segment_focus_8
753,energy_ratio_by_chunks__num_segments_10__segment_focus_9
754,ratio_beyond_r_sigma__r_0.5
755,ratio_beyond_r_sigma__r_1
756,ratio_beyond_r_sigma__r_1.5
757,ratio_beyond_r_sigma__r_2
758,ratio_beyond_r_sigma__r_2.5
759,ratio_beyond_r_sigma__r_3
760,ratio_beyond_r_sigma__r_5
761,ratio_beyond_r_sigma__r_6
762,ratio_beyond_r_sigma__r_7
763,ratio_beyond_r_sigma__r_10
764,count_above__t_0
765,count_below__t_0
766,lempel_ziv_complexity__bins_2
767,lempel_ziv_complexity__bins_3
768,lempel_ziv_complexity__bins_5
769,lempel_ziv_complexity__bins_10
770,lempel_ziv_complexity__bins_100
771,fourier_entropy__bins_2
772,fourier_entropy__bins_3
773,fourier_entropy__bins_5
774,fourier_entropy__bins_10
775,fourier_entropy__bins_100
776,permutation_entropy__dimension_3__tau_1
777,permutation_entropy__dimension_4__tau_1
778,permutation_entropy__dimension_5__tau_1
779,permutation_entropy__dimension_6__tau_1
780,permutation_entropy__dimension_7__tau_1
781,query_similarity_count__query_None__threshold_0.0
782,mean_n_absolute_max__number_of_maxima_7
