DEPTH(ft),AZM(deg),BIT(in),DIFP(psi),EW(ft),Gamma(gapi),INC(deg),NS(ft),ROP(ft / min),RPM(rpm),SPP(psi),TOR(ft_lb),TPO(gal / min),TVD(ft),WOB(klbs),MSE1(ksi),MSE2(ksi),MSE(ksi)
8140.5,147.2505,6.13,56.5,-383.6774863,,0.7275,94.15347285,,,,,,8124.296764,,,,
8141,147.2199167,6.13,56.5,-383.6746122,,0.727638889,94.1480654,,,,,,8124.796695,,,,
8141.5,147.1893333,6.13,56.5,-383.6717381,,0.727777778,94.14265795,,,,,,8125.296676,,,,
8142,147.15875,6.13,56.5,-383.6688641,,0.727916667,94.1372505,,,,,,8125.796608,,,,
8142.5,147.1281667,6.13,56.5,-383.66599,,0.728055556,94.13184305,,,,,,8126.296589,,,,
8143,147.0975833,6.13,56.5,-383.6631159,,0.728194444,94.1264356,,,,,,8126.79657,,,,
8143.5,147.067,6.13,56.5,-383.6602418,,0.728333333,94.12102815,,,,,,8127.296501,,,,
8144,147.0364167,6.13,56.5,-383.6573677,,0.728472222,94.1156207,,,,,,8127.796482,,,,
8144.5,147.0058333,6.13,56.5,-383.6544937,,0.728611111,94.11021325,,,,,,8128.296464,,,,
8145,146.97525,6.13,56.5,-383.6516196,,0.72875,94.1048058,,,,,,8128.796395,,,,
8145.5,146.9446667,6.13,56.5,-383.6487455,,0.728888889,94.09939835,,,,,,8129.296376,,,,
8146,146.9140833,6.13,56.5,-383.6458714,,0.729027778,94.0939909,,,,,,8129.796307,,,,
8146.5,146.8835,6.13,56.5,-383.6429973,,0.729166667,94.08858345,,,,,,8130.296288,,,,
8147,146.8529167,6.13,56.5,-383.6401233,,0.729305556,94.083176,,,,,,8130.796269,,,,
8147.5,146.8223333,6.13,56.5,-383.6372492,,0.729444444,94.07776855,,,,,,8131.296201,,,,
8148,146.79175,6.13,56.5,-383.6343751,,0.729583333,94.0723611,,,,,,8131.796182,,,,
8148.5,146.7611667,6.13,56.5,-383.631501,,0.729722222,94.06695365,,,,,,8132.296113,,,,
8149,146.7305833,6.13,56.5,-383.6286269,,0.729861111,94.06154619,,,,,,8132.796094,,,,
8149.5,146.7,6.13,56.5,-383.6257529,,0.73,94.05613874,,,,,,8133.296025,,,,
8150,146.7572099,6.13,56.5,-383.6227963,,0.731491713,94.04806876,,,,,,8133.795987,,,,
8150.5,146.8144199,6.13,56.5,-383.6198398,,0.732983425,94.03999878,,,,,,8134.295899,,,,
8151,146.8716298,6.13,56.5,-383.6168833,,0.734475138,94.0319288,,,,,,8134.795861,,,,
8151.5,146.9288398,6.13,56.5,-383.6139268,,0.735966851,94.02385882,,,,,,8135.295772,,,,
8152,146.9860497,6.13,56.5,-383.6109702,,0.737458564,94.01578884,,,,,,8135.795734,,,,
8152.5,147.0432597,6.13,56.5,-383.6080137,,0.738950276,94.00771886,,,,,,8136.295696,,,,
8153,147.1004696,6.13,56.5,-383.6050572,,0.740441989,93.99964888,,,,,,8136.795608,,,,
8153.5,147.1576796,6.13,56.5,-383.6021007,,0.741933702,93.9915789,,,,,,8137.295569,,,,
8154,147.2148895,6.13,56.5,-383.5991441,,0.743425414,93.98350892,,,,,,8137.795481,,,,
8154.5,147.2720994,6.13,56.5,-383.5961876,,0.744917127,93.97543894,,,,,,8138.295443,,,,
8155,147.3293094,6.13,56.5,-383.5932311,,0.74640884,93.96736896,,,,,,8138.795405,,,,
8155.5,147.3865193,6.13,56.5,-383.5902746,,0.747900552,93.95929898,,,,,,8139.295316,,,,
8156,147.4437293,6.13,56.5,-383.587318,,0.749392265,93.951229,,,,,,8139.795278,,,,
8156.5,147.5009392,6.13,56.5,-383.5843615,,0.750883978,93.94315902,,,,,,8140.29519,,,,
8157,147.5581492,6.13,56.5,-383.581405,,0.752375691,93.93508904,,,,,,8140.795152,,,,
8157.5,147.6153591,6.13,56.5,-383.5784485,,0.753867403,93.92701905,,,,,,8141.295064,,,,
8158,147.6725691,6.13,56.5,-383.5754919,,0.755359116,93.91894907,,,,,,8141.795025,,,,
8158.5,147.729779,6.13,56.5,-383.5725354,,0.756850829,93.91087909,,,,,,8142.294987,,,,
8159,147.786989,6.13,56.5,-383.5695789,,0.758342541,93.90280911,,,,,,8142.794899,,,,
8159.5,147.8441989,6.13,56.5,-383.5666223,,0.759834254,93.89473913,,,,,,8143.294861,,,,
8160,147.9014088,6.13,56.5,-383.5636658,,0.761325967,93.88666915,,,,,,8143.794772,,,,
8160.5,147.9586188,6.13,56.5,-383.5607093,,0.76281768,93.87859917,,,,,,8144.294734,,,,
8161,148.0158287,6.13,56.5,-383.5577528,,0.764309392,93.87052919,,,,,,8144.794646,,,,
8161.5,148.0730387,6.13,56.5,-383.5547962,,0.765801105,93.86245921,,,,,,8145.294608,,,,
8162,148.1302486,6.13,56.5,-383.5518397,,0.767292818,93.85438923,,,,,,8145.794519,,,,
8162.5,148.1874586,6.13,56.5,-383.5488832,,0.76878453,93.84631925,,,,,,8146.294481,,,,
8163,148.2446685,6.13,56.5,-383.5459267,,0.770276243,93.83824927,,,,,,8146.794443,,,,
8163.5,148.3018785,6.13,56.5,-383.5429701,,0.771767956,93.83017929,,,,,,8147.294355,,,,
8164,148.3590884,6.13,56.5,-383.5400136,,0.773259669,93.82210931,,,,,,8147.794316,,,,
8164.5,148.4162983,6.13,56.5,-383.5370571,,0.774751381,93.81403933,,,,,,8148.294228,,,,
8165,148.4735083,6.13,56.5,-383.5341006,,0.776243094,93.80596935,,,,,,8148.79419,,,,
8165.5,148.5307182,6.13,56.5,-383.531144,,0.777734807,93.79789937,,,,,,8149.294102,,,,
8166,148.5879282,6.13,56.5,-383.5281875,,0.779226519,93.78982939,,,,,,8149.794063,,,,
8166.5,148.6451381,6.13,56.5,-383.525231,,0.780718232,93.7817594,,,,,,8150.293975,,,,
8167,148.7023481,6.13,56.5,-383.5222745,,0.782209945,93.77368942,,,,,,8150.793937,,,,
8167.5,148.759558,6.13,56.5,-383.5193179,,0.783701657,93.76561944,,,,,,8151.293849,,,,
8168,148.816768,6.13,56.5,-383.5163614,,0.78519337,93.75754946,,,,,,8151.79381,,,,
8168.5,148.8739779,6.13,56.5,-383.5134049,,0.786685083,93.74947948,,,,,,8152.293722,,,,
8169,148.9311878,6.13,56.5,-383.5104484,,0.788176796,93.7414095,,,,,,8152.793684,,,,
8169.5,148.9883978,6.13,56.5,-383.5074918,,0.789668508,93.73333952,,,,,,8153.293646,,,,
8170,149.0456077,6.13,56.5,-383.5045353,,0.791160221,93.72526954,,,,,,8153.793557,,,,
8170.5,149.1028177,6.13,56.5,-383.5015788,,0.792651934,93.71719956,,,,,,8154.293519,,,,
8171,149.1600276,6.13,56.5,-383.4986223,,0.794143646,93.70912958,,,,,,8154.793431,,,,
8171.5,149.2172376,6.13,56.5,-383.4956657,,0.795635359,93.7010596,,,,,,8155.293393,,,,
8172,149.2744475,6.13,56.5,-383.4927092,,0.797127072,93.69298962,,,,,,8155.793305,,,,
8172.5,149.3316575,6.13,56.5,-383.4897527,,0.798618785,93.68491964,,,,,,8156.293266,,,,
8173,149.3888674,6.13,56.5,-383.4867961,,0.800110497,93.67684966,,,,,,8156.793178,,,,
8173.5,149.4460773,6.13,56.5,-383.4838396,,0.80160221,93.66877968,,,,,,8157.29314,,,,
8174,149.5032873,6.13,56.5,-383.4808831,,0.803093923,93.6607097,,,,,,8157.793052,,,,
8174.5,149.5604972,6.13,56.5,-383.4779266,,0.804585635,93.65263972,,,,,,8158.293013,,,,
8175,149.6177072,6.13,56.5,-383.47497,,0.806077348,93.64456973,,,,,,8158.792925,,,,
8175.5,149.6749171,6.13,56.5,-383.4720135,,0.807569061,93.63649975,,,,,,8159.292887,,,,
8176,149.7321271,6.13,56.5,-383.469057,,0.809060773,93.62842977,,,,,,8159.792799,,,,
8176.5,149.789337,6.13,56.5,-383.4661005,,0.810552486,93.62035979,,,,,,8160.29276,,,,
8177,149.846547,6.13,56.5,-383.4631439,,0.812044199,93.61228981,,,,,,8160.792672,,,,
8177.5,149.9037569,6.13,56.5,-383.4601874,,0.813535912,93.60421983,,,,,,8161.292634,,,,
8178,149.9609669,6.13,56.5,-383.4572309,,0.815027624,93.59614985,,,,,,8161.792546,,,,
8178.5,150.0181768,6.13,56.5,-383.4542744,,0.816519337,93.58807987,,,,,,8162.292507,,,,
8179,150.0753867,6.13,56.5,-383.4513178,,0.81801105,93.58000989,,,,,,8162.792419,,,,
8179.5,150.1325967,6.13,56.5,-383.4483613,,0.819502762,93.57193991,,,,,,8163.292381,,,,
8180,150.1898066,6.13,56.5,-383.4454048,,0.820994475,93.56386993,,,,,,8163.792293,,,,
8180.5,150.2470166,6.13,56.5,-383.4424483,,0.822486188,93.55579995,,,,,,8164.292254,,,,
8181,150.3042265,6.13,56.5,-383.4394917,,0.823977901,93.54772997,,,,,,8164.792166,,,,
8181.5,150.3614365,6.13,56.5,-383.4365352,,0.825469613,93.53965999,,,,,,8165.292128,,,,
8182,150.4186464,6.13,56.5,-383.4335787,,0.826961326,93.53159001,,,,,,8165.79204,,,,
8182.5,150.4758564,6.13,56.5,-383.4306222,,0.828453039,93.52352003,,,,,,8166.292001,,,,
8183,150.5330663,6.13,56.5,-383.4276656,,0.829944751,93.51545005,,,,,,8166.791913,,,,
8183.5,150.5902762,6.13,56.5,-383.4247091,,0.831436464,93.50738006,,,,,,8167.291875,,,,
8184,150.6474862,6.13,56.5,-383.4217526,,0.832928177,93.49931008,,,,,,8167.791787,,,,
8184.5,150.7046961,6.13,56.5,-383.4187961,,0.83441989,93.4912401,,,,,,8168.291698,,,,
8185,150.7619061,6.13,56.5,-383.4158395,,0.835911602,93.48317012,,,,,,8168.79166,,,,
8185.5,150.819116,6.13,56.5,-383.412883,,0.837403315,93.47510014,,,,,,8169.291572,,,,
8186,150.876326,6.13,56.5,-383.4099265,,0.838895028,93.46703016,,,,,,8169.791534,,,,
8186.5,150.9335359,6.13,56.5,-383.40697,,0.84038674,93.45896018,,,,,,8170.291446,,,,
8187,150.9907459,6.13,56.5,-383.4040134,,0.841878453,93.4508902,,,,,,8170.791407,,,,
8187.5,151.0479558,6.13,56.5,-383.4010569,,0.843370166,93.44282022,,,,,,8171.291319,,,,
8188,151.1051657,6.13,56.5,-383.3981004,,0.844861878,93.43475024,,,,,,8171.791281,,,,
8188.5,151.1623757,6.13,56.5,-383.3951438,,0.846353591,93.42668026,,,,,,8172.291193,,,,
8189,151.2195856,6.13,56.5,-383.3921873,,0.847845304,93.41861028,,,,,,8172.791154,,,,
8189.5,151.2767956,6.13,56.5,-383.3892308,,0.849337017,93.4105403,,,,,,8173.291066,,,,
8190,151.3340055,6.13,56.5,-383.3862743,,0.850828729,93.40247032,,,,,,8173.790978,,,,
8190.5,151.3912155,6.13,56.5,-383.3833177,,0.852320442,93.39440034,,,,,,8174.29094,,,,
8191,151.4484254,6.13,56.5,-383.3803612,,0.853812155,93.38633036,,,,,,8174.790851,,,,
8191.5,151.5056354,6.13,56.5,-383.3774047,,0.855303867,93.37826038,,,,,,8175.290813,,,,
8192,151.5628453,6.13,56.5,-383.3744482,,0.85679558,93.3701904,,,,,,8175.790725,,,,
8192.5,151.6200552,6.13,56.5,-383.3714916,,0.858287293,93.36212041,,,,,,8176.290687,,,,
8193,151.6772652,6.13,56.5,-383.3685351,,0.859779006,93.35405043,,,,,,8176.790598,,,,
8193.5,151.7344751,6.13,56.5,-383.3655786,,0.861270718,93.34598045,,,,,,8177.29056,,,,
8194,151.7916851,6.13,56.5,-383.3626221,,0.862762431,93.33791047,,,,,,8177.790472,,,,
8194.5,151.848895,6.13,56.5,-383.3596655,,0.864254144,93.32984049,,,,,,8178.290384,,,,
8195,151.906105,6.13,56.5,-383.356709,,0.865745856,93.32177051,,,,,,8178.790345,,,,
8195.5,151.9633149,6.13,56.5,-383.3537525,,0.867237569,93.31370053,,,,,,8179.290257,,,,
8196,152.0205249,6.13,56.5,-383.350796,,0.868729282,93.30563055,,,,,,8179.790219,,,,
8196.5,152.0777348,6.13,56.5,-383.3478394,,0.870220994,93.29756057,,,,,,8180.290131,,,,
8197,152.1349448,6.13,56.5,-383.3448829,,0.871712707,93.28949059,,,,,,8180.790092,,,,
8197.5,152.1921547,6.13,56.5,-383.3419264,,0.87320442,93.28142061,,,,,,8181.290004,,,,
8198,152.2493646,6.13,56.5,-383.3389699,,0.874696133,93.27335063,,,,,,8181.789916,,,,
8198.5,152.3065746,6.13,56.5,-383.3360133,,0.876187845,93.26528065,,,,,,8182.289878,,,,
8199,152.3637845,6.13,56.5,-383.3330568,,0.877679558,93.25721067,,,,,,8182.78979,,,,
8199.5,152.4209945,6.13,56.5,-383.3301003,,0.879171271,93.24914069,,,,,,8183.289751,,,,
8200,152.4782044,6.13,56.5,-383.3271438,,0.880662983,93.24107071,,,,,,8183.789663,,,,
8200.5,152.5354144,6.13,56.5,-383.3241872,,0.882154696,93.23300073,,,,,,8184.289575,,,,
8201,152.5926243,6.13,56.5,-383.3212307,,0.883646409,93.22493074,,,,,,8184.789537,,,,
8201.5,152.6498343,6.13,56.5,-383.3182742,,0.885138122,93.21686076,,,,,,8185.289448,,,,
8202,152.7070442,6.13,56.5,-383.3153176,,0.886629834,93.20879078,,,,,,8185.78941,,,,
8202.5,152.7642541,6.13,56.5,-383.3123611,,0.888121547,93.2007208,,,,,,8186.289322,,,,
8203,152.8214641,6.13,56.5,-383.3094046,,0.88961326,93.19265082,,,,,,8186.789234,,,,
8203.5,152.878674,6.13,56.5,-383.3064481,,0.891104972,93.18458084,,,,,,8187.289195,,,,
8204,152.935884,6.13,56.5,-383.3034915,,0.892596685,93.17651086,,,,,,8187.789107,,,,
8204.5,152.9930939,6.13,56.5,-383.300535,,0.894088398,93.16844088,,,,,,8188.289069,,,,
8205,153.0503039,6.13,56.5,-383.2975785,,0.89558011,93.1603709,,,,,,8188.788981,,,,
8205.5,153.1075138,6.13,56.5,-383.294622,,0.897071823,93.15230092,,,,,,8189.288892,,,,
8206,153.1647238,6.13,56.5,-383.2916654,,0.898563536,93.14423094,,,,,,8189.788854,,,,
8206.5,153.2219337,6.13,56.5,-383.2887089,,0.900055249,93.13616096,,,,,,8190.288766,,,,
8207,153.2791436,6.13,56.5,-383.2857524,,0.901546961,93.12809098,,,,,,8190.788728,,,,
8207.5,153.3363536,6.13,56.5,-383.2827959,,0.903038674,93.120021,,,,,,8191.288639,,,,
8208,153.3935635,6.13,56.5,-383.2798393,,0.904530387,93.11195102,,,,,,8191.788551,,,,
8208.5,153.4507735,6.13,56.5,-383.2768828,,0.906022099,93.10388104,,,,,,8192.288513,,,,
8209,153.5079834,6.13,56.5,-383.2739263,,0.907513812,93.09581106,,,,,,8192.788425,,,,
8209.5,153.5651934,6.13,56.5,-383.2709698,,0.909005525,93.08774107,,,,,,8193.288336,,,,
8210,153.6224033,6.13,56.5,-383.2680132,,0.910497238,93.07967109,,,,,,8193.788298,,,,
8210.5,153.6796133,6.13,56.5,-383.2650567,,0.91198895,93.07160111,,,,,,8194.28821,,,,
8211,153.7368232,6.13,56.5,-383.2621002,,0.913480663,93.06353113,,,,,,8194.788172,,,,
8211.5,153.7940331,6.13,56.5,-383.2591437,,0.914972376,93.05546115,,,,,,8195.288083,,,,
8212,153.8512431,6.13,56.5,-383.2561871,,0.916464088,93.04739117,,,,,,8195.787995,,,,
8212.5,153.908453,6.13,56.5,-383.2532306,,0.917955801,93.03932119,,,,,,8196.287957,,,,
8213,153.965663,6.13,56.5,-383.2502741,,0.919447514,93.03125121,,,,,,8196.787869,,,,
8213.5,154.0228729,6.13,56.5,-383.2473176,,0.920939227,93.02318123,,,,,,8197.287781,,,,
8214,154.0800829,6.13,56.5,-383.244361,,0.922430939,93.01511125,,,,,,8197.787742,,,,
8214.5,154.1372928,6.13,56.5,-383.2414045,,0.923922652,93.00704127,,,,,,8198.287654,,,,
8215,154.1945028,6.13,56.5,-383.238448,,0.925414365,92.99897129,,,,,,8198.787566,,,,
8215.5,154.2517127,6.13,56.5,-383.2354915,,0.926906077,92.99090131,,,,,,8199.287528,,,,
8216,154.3089227,6.13,56.5,-383.2325349,,0.92839779,92.98283133,,,,,,8199.787439,,,,
8216.5,154.3661326,6.13,56.5,-383.2295784,,0.929889503,92.97476135,,,,,,8200.287401,,,,
8217,154.4233425,6.13,56.5,-383.2266219,,0.931381215,92.96669137,,,,,,8200.787313,,,,
8217.5,154.4805525,6.13,56.5,-383.2236653,,0.932872928,92.95862139,,,,,,8201.287225,,,,
8218,154.5377624,6.13,56.5,-383.2207088,,0.934364641,92.95055141,,,,,,8201.787136,,,,
8218.5,154.5949724,6.13,56.5,-383.2177523,,0.935856354,92.94248142,,,,,,8202.287098,,,,
8219,154.6521823,6.13,56.5,-383.2147958,,0.937348066,92.93441144,,,,,,8202.78701,,,,
8219.5,154.7093923,6.13,56.5,-383.2118392,,0.938839779,92.92634146,,,,,,8203.286922,,,,
8220,154.7666022,6.13,56.5,-383.2088827,,0.940331492,92.91827148,,,,,,8203.786883,,,,
8220.5,154.8238122,6.13,56.5,-383.2059262,,0.941823204,92.9102015,,,,,,8204.286795,,,,
8221,154.8810221,6.13,56.5,-383.2029697,,0.943314917,92.90213152,,,,,,8204.786707,,,,
8221.5,154.938232,6.13,56.5,-383.2000131,,0.94480663,92.89406154,,,,,,8205.286669,,,,
8222,154.995442,6.13,56.5,-383.1970566,,0.946298343,92.88599156,,,,,,8205.78658,,,,
8222.5,155.0526519,6.13,56.5,-383.1941001,,0.947790055,92.87792158,,,,,,8206.286492,,,,
8223,155.1098619,6.13,56.5,-383.1911436,,0.949281768,92.8698516,,,,,,8206.786454,,,,
8223.5,155.1670718,6.13,56.5,-383.188187,,0.950773481,92.86178162,,,,,,8207.286366,,,,
8224,155.2242818,6.13,56.5,-383.1852305,,0.952265193,92.85371164,,,,,,8207.786277,,,,
8224.5,155.2814917,6.13,56.5,-383.182274,,0.953756906,92.84564166,,,,,,8208.286239,,,,
8225,155.3387017,6.13,56.5,-383.1793175,,0.955248619,92.83757168,,,,,,8208.786151,,,,
8225.5,155.3959116,6.13,56.5,-383.1763609,,0.956740331,92.8295017,,,,,,8209.286063,,,,
8226,155.4531215,6.13,56.5,-383.1734044,,0.958232044,92.82143172,,,,,,8209.786024,,,,
8226.5,155.5103315,6.13,56.5,-383.1704479,,0.959723757,92.81336174,,,,,,8210.285936,,,,
8227,155.5675414,6.13,56.5,-383.1674914,,0.96121547,92.80529175,,,,,,8210.785848,,,,
8227.5,155.6247514,6.13,56.5,-383.1645348,,0.962707182,92.79722177,,,,,,8211.28576,,,,
8228,155.6819613,6.13,56.5,-383.1615783,,0.964198895,92.78915179,,,,,,8211.785722,,,,
8228.5,155.7391713,6.13,56.5,-383.1586218,,0.965690608,92.78108181,,,,,,8212.285633,,,,
8229,155.7963812,6.13,56.5,-383.1556653,,0.96718232,92.77301183,,,,,,8212.785545,,,,
8229.5,155.8535912,6.13,56.5,-383.1527087,,0.968674033,92.76494185,,,,,,8213.285507,,,,
8230,155.9108011,6.13,56.5,-383.1497522,,0.970165746,92.75687187,,,,,,8213.785419,,,,
8230.5,155.968011,6.13,56.5,-383.1467957,,0.971657459,92.74880189,,,,,,8214.28533,,,,
8231,156.025221,6.13,56.5,-383.1438391,,0.973149171,92.74073191,,,,,,8214.785242,,,,
8231.5,156.0824309,6.13,56.5,-383.1408826,,0.974640884,92.73266193,,,,,,8215.285204,,,,
8232,156.1396409,6.13,56.5,-383.1379261,,0.976132597,92.72459195,,,,,,8215.785116,,,,
8232.5,156.1968508,6.13,56.5,-383.1349696,,0.977624309,92.71652197,,,,,,8216.285027,,,,
8233,156.2540608,6.13,56.5,-383.132013,,0.979116022,92.70845199,,,,,,8216.784989,,,,
8233.5,156.3112707,6.13,56.5,-383.1290565,,0.980607735,92.70038201,,,,,,8217.284901,,,,
8234,156.3684807,6.13,56.5,-383.1261,,0.982099448,92.69231203,,,,,,8217.784813,,,,
8234.5,156.4256906,6.13,56.5,-383.1231435,,0.98359116,92.68424205,,,,,,8218.284724,,,,
8235,156.4829006,6.13,56.5,-383.1201869,,0.985082873,92.67617207,,,,,,8218.784686,,,,
8235.5,156.5401105,6.13,56.5,-383.1172304,,0.986574586,92.66810208,,,,,,8219.284598,,,,
8236,156.5973204,6.13,56.5,-383.1142739,,0.988066298,92.6600321,,,,,,8219.78451,,,,
8236.5,156.6545304,6.13,56.5,-383.1113174,,0.989558011,92.65196212,,,,,,8220.284421,,,,
8237,156.7117403,6.13,56.5,-383.1083608,,0.991049724,92.64389214,,,,,,8220.784383,,,,
8237.5,156.7689503,6.13,56.5,-383.1054043,,0.992541436,92.63582216,,,,,,8221.284295,,,,
8238,156.8261602,6.13,56.5,-383.1024478,,0.994033149,92.62775218,,,,,,8221.784207,,,,
8238.5,156.8833702,6.13,56.5,-383.0994913,,0.995524862,92.6196822,,,,,,8222.284118,,,,
8239,156.9405801,6.13,56.5,-383.0965347,,0.997016575,92.61161222,,,,,,8222.78408,,,,
8239.5,156.9977901,6.13,56.5,-383.0935782,,0.998508287,92.60354224,,,,,,8223.283992,,,,
8240,157.055,6.13,56.5,-383.0906217,,1,92.59547226,,,,,,8223.783904,,,,
8240.5,157.1122099,6.13,56.5,-383.0876652,,1.001491713,92.58740228,,,,,,8224.283815,,,,
8241,157.1694199,6.13,56.5,-383.0847086,,1.002983425,92.5793323,,,,,,8224.783777,,,,
8241.5,157.2266298,6.13,56.5,-383.0817521,,1.004475138,92.57126232,,,,,,8225.283689,,,,
8242,157.2838398,6.13,56.5,-383.0787956,,1.005966851,92.56319234,,,,,,8225.783601,,,,
8242.5,157.3410497,6.13,56.5,-383.0758391,,1.007458564,92.55512236,,,,,,8226.283513,,,,
8243,157.3982597,6.13,56.5,-383.0728825,,1.008950276,92.54705238,,,,,,8226.783474,,,,
8243.5,157.4554696,6.13,56.5,-383.069926,,1.010441989,92.5389824,,,,,,8227.283386,,,,
8244,157.5126796,6.13,56.5,-383.0669695,,1.011933702,92.53091242,,,,,,8227.783298,,,,
8244.5,157.5698895,6.13,56.5,-383.0640129,,1.013425414,92.52284243,,,,,,8228.28321,,,,
8245,157.6270994,6.13,56.5,-383.0610564,,1.014917127,92.51477245,,,,,,8228.783121,,,,
8245.5,157.6843094,6.13,56.5,-383.0580999,,1.01640884,92.50670247,,,,,,8229.283083,,,,
8246,157.7415193,6.13,56.5,-383.0551434,,1.017900552,92.49863249,,,,,,8229.782995,,,,
8246.5,157.7987293,6.13,56.5,-383.0521868,,1.019392265,92.49056251,,,,,,8230.282907,,,,
8247,157.8559392,6.13,56.5,-383.0492303,,1.020883978,92.48249253,,,,,,8230.782818,,,,
8247.5,157.9131492,6.13,56.5,-383.0462738,,1.022375691,92.47442255,,,,,,8231.28273,,,,
8248,157.9703591,6.13,56.5,-383.0433173,,1.023867403,92.46635257,,,,,,8231.782692,,,,
8248.5,158.0275691,6.13,56.5,-383.0403607,,1.025359116,92.45828259,,,,,,8232.282604,,,,
8249,158.084779,6.13,56.5,-383.0374042,,1.026850829,92.45021261,,,,,,8232.782515,,,,
8249.5,158.141989,6.13,56.5,-383.0344477,,1.028342541,92.44214263,,,,,,8233.282427,,,,
8250,158.1991989,6.13,56.5,-383.0314912,,1.029834254,92.43407265,,,,,,8233.782339,,,,
8250.5,158.2564088,6.13,56.5,-383.0285346,,1.031325967,92.42600267,,,,,,8234.282301,,,,
8251,158.3136188,6.13,56.5,-383.0255781,,1.03281768,92.41793269,,,,,,8234.782212,,,,
8251.5,158.3708287,6.13,56.5,-383.0226216,,1.034309392,92.40986271,,,,,,8235.282124,,,,
8252,158.4280387,6.13,56.5,-383.0196651,,1.035801105,92.40179273,,,,,,8235.782036,,,,
8252.5,158.4852486,6.13,56.5,-383.0167085,,1.037292818,92.39372275,,,,,,8236.281948,,,,
8253,158.5424586,6.13,56.5,-383.013752,,1.03878453,92.38565276,,,,,,8236.781909,,,,
8253.5,158.5996685,6.13,56.5,-383.0107955,,1.040276243,92.37758278,,,,,,8237.281821,,,,
8254,158.6568785,6.13,56.5,-383.007839,,1.041767956,92.3695128,,,,,,8237.781733,,,,
8254.5,158.7140884,6.13,56.5,-383.0048824,,1.043259669,92.36144282,,,,,,8238.281645,,,,
8255,158.7712983,6.13,56.5,-383.0019259,,1.044751381,92.35337284,,,,,,8238.781556,,,,
8255.5,158.8285083,6.13,56.5,-382.9989694,,1.046243094,92.34530286,,,,,,8239.281468,,,,
8256,158.8857182,6.13,56.5,-382.9960129,,1.047734807,92.33723288,,,,,,8239.78143,,,,
8256.5,158.9429282,6.13,56.5,-382.9930563,,1.049226519,92.3291629,,,,,,8240.281342,,,,
8257,159.0001381,6.13,56.5,-382.9900998,,1.050718232,92.32109292,,,,,,8240.781254,,,,
8257.5,159.0573481,6.13,56.5,-382.9871433,,1.052209945,92.31302294,,,,,,8241.281165,,,,
8258,159.114558,6.13,56.5,-382.9841868,,1.053701657,92.30495296,,,,,,8241.781077,,,,
8258.5,159.171768,6.13,56.5,-382.9812302,,1.05519337,92.29688298,,,,,,8242.280989,,,,
8259,159.2289779,6.13,56.5,-382.9782737,,1.056685083,92.288813,,,,,,8242.780951,,,,
8259.5,159.2861878,6.13,56.5,-382.9753172,,1.058176796,92.28074302,,,,,,8243.280862,,,,
8260,159.3433978,6.13,56.5,-382.9723606,,1.059668508,92.27267304,,,,,,8243.780774,,,,
8260.5,159.4006077,6.13,56.5,-382.9694041,,1.061160221,92.26460306,,,,,,8244.280686,,,,
8261,159.4578177,6.13,56.5,-382.9664476,,1.062651934,92.25653308,,,,,,8244.780598,,,,
8261.5,159.5150276,6.13,56.5,-382.9634911,,1.064143646,92.2484631,,,,,,8245.280509,,,,
8262,159.5722376,6.13,56.5,-382.9605345,,1.065635359,92.24039311,,,,,,8245.780421,,,,
8262.5,159.6294475,6.13,56.5,-382.957578,,1.067127072,92.23232313,,,,,,8246.280333,,,,
8263,159.6866575,6.13,56.5,-382.9546215,,1.068618785,92.22425315,,,,,,8246.780295,,,,
8263.5,159.7438674,6.13,56.5,-382.951665,,1.070110497,92.21618317,,,,,,8247.280206,,,,
8264,159.8010773,6.13,56.5,-382.9487084,,1.07160221,92.20811319,,,,,,8247.780118,,,,
8264.5,159.8582873,6.13,56.5,-382.9457519,,1.073093923,92.20004321,,,,,,8248.28003,,,,
8265,159.9154972,6.13,56.5,-382.9427954,,1.074585635,92.19197323,,,,,,8248.779942,,,,
8265.5,159.9727072,6.13,56.5,-382.9398389,,1.076077348,92.18390325,,,,,,8249.279853,,,,
8266,160.0299171,6.13,56.5,-382.9368823,,1.077569061,92.17583327,,,,,,8249.779765,,,,
8266.5,160.0871271,6.13,56.5,-382.9339258,,1.079060773,92.16776329,,,,,,8250.279727,,,,
8267,160.144337,6.13,56.5,-382.9309693,,1.080552486,92.15969331,,,,,,8250.779639,,,,
8267.5,160.201547,6.13,56.5,-382.9280128,,1.082044199,92.15162333,,,,,,8251.27955,,,,
